WP, 02, 2014012912,   , BEST,   0,  84N, 1397E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1006,  180,  45,   0,   0, 
WP, 02, 2014012918,   , BEST,   0,  84N, 1387E,  20, 1002, DB,   0,    ,    0,    0,    0,    0, 1004,  180,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 02, 2014013000,   , BEST,   0,  85N, 1375E,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 1007,  200,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 02, 2014013006,   , BEST,   0,  88N, 1359E,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 1006,  200,  55,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 02, 2014013012,   , BEST,   0,  91N, 1343E,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 1006,  200,  60,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 02, 2014013018,   , BEST,   0,  94N, 1325E,  25, 1003, TD,   0,    ,    0,    0,    0,    0, 1006,  200,  60,   0,   0,   W,   0,    ,   0,   0,        TWO, S, 
WP, 02, 2014013100,   , BEST,   0,  96N, 1303E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1006,  200,  60,   0,   0,   W,   0,    ,   0,   0,        TWO, S, 
WP, 02, 2014013106,   , BEST,   0, 100N, 1282E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1005,  190,  60,   0,   0,   W,   0,    ,   0,   0,     KAJIKI, S, 
WP, 02, 2014013112,   , BEST,   0, 105N, 1268E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1006,  180,  40,   0,   0,   W,   0,    ,   0,   0,     KAJIKI, S, 
WP, 02, 2014013118,   , BEST,   0, 113N, 1255E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1006,  180,  40,   0,   0,   W,   0,    ,   0,   0,     KAJIKI, S, 
WP, 02, 2014020100,   , BEST,   0, 118N, 1233E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1006,  170,  40,   0,   0,   W,   0,    ,   0,   0,     KAJIKI, S, 
WP, 02, 2014020106,   , BEST,   0, 121N, 1207E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1008,  170,  40,   0,   0,   W,   0,    ,   0,   0,     KAJIKI, S, 
