WP, 10, 2014071618,   , BEST,   0, 101N, 1360E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  170,  40,   0,   0, 
WP, 10, 2014071700,   , BEST,   0, 101N, 1359E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  170,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 10, 2014071706,   , BEST,   0, 101N, 1358E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1006,  160,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 10, 2014071712,   , BEST,   0, 102N, 1357E,  30, 1005, TD,   0,    ,    0,    0,    0,    0, 1008,  160,  40,   0,   0,   W,   0,    ,   0,   0,        TEN, S,  0,    ,    0,    0,    0,    0,         TRANSITIONED, wpC32014 to wp102014
WP, 10, 2014071715,   , BEST,   0, 103N, 1355E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1008,  160,  40,   0,   0, 
WP, 10, 2014071718,   , BEST,   0, 105N, 1352E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1008,  160,  40,   0,   0,   W,   0,    ,   0,   0,        TEN, S, 
WP, 10, 2014071800,   , BEST,   0, 107N, 1346E,  35,  996, TS,  34, NEQ,   30,   30,   30,   30, 1006,  180,  30,   0,   0,   W,   0,    ,   0,   0,      MATMO, M, 
WP, 10, 2014071806,   , BEST,   0, 108N, 1338E,  35,  996, TS,  34, NEQ,   30,   30,   30,   30, 1006,  180,  30,   0,   0,   W,   0,    ,   0,   0,      MATMO, M, 
WP, 10, 2014071812,   , BEST,   0, 106N, 1330E,  40,  993, TS,  34, NEQ,   30,   35,   45,   30, 1005,  190,  25,   0,   0,   W,   0,    ,   0,   0,      MATMO, M, 
WP, 10, 2014071818,   , BEST,   0, 107N, 1322E,  45,  989, TS,  34, NEQ,   40,   45,   55,   40, 1005,  190,  25,   0,   0,   W,   0,    ,   0,   0,      MATMO, M, 
WP, 10, 2014071900,   , BEST,   0, 109N, 1315E,  55,  982, TS,  34, NEQ,   45,   50,   65,   60, 1005,  200,  25,   0,   0,   W,   0,    ,   0,   0,      MATMO, M, 
WP, 10, 2014071900,   , BEST,   0, 109N, 1315E,  55,  982, TS,  50, NEQ,   20,   20,   20,   20, 1005,  200,  25,   0,   0,   W,   0,    ,   0,   0,      MATMO, M, 
WP, 10, 2014071906,   , BEST,   0, 111N, 1311E,  65,  974, TY,  34, NEQ,   90,  110,  110,  100, 1004,  200,  25,   0,   0,   W,   0,    ,   0,   0,      MATMO, M, 
WP, 10, 2014071906,   , BEST,   0, 111N, 1311E,  65,  974, TY,  50, NEQ,   45,   60,   60,   45, 1004,  200,  25,   0,   0,   W,   0,    ,   0,   0,      MATMO, M, 
WP, 10, 2014071912,   , BEST,   0, 114N, 1305E,  65,  974, TY,  34, NEQ,   90,  110,  110,  100, 1004,  200,  25,   0,   0,   W,   0,    ,   0,   0,      MATMO, M, 
WP, 10, 2014071912,   , BEST,   0, 114N, 1305E,  65,  974, TY,  50, NEQ,   45,   60,   60,   45, 1004,  200,  25,   0,   0,   W,   0,    ,   0,   0,      MATMO, M, 
WP, 10, 2014071918,   , BEST,   0, 122N, 1300E,  65,  974, TY,  34, NEQ,  140,  115,  125,  130, 1004,  200,  25,   0,   0,   W,   0,    ,   0,   0,      MATMO, M, 
WP, 10, 2014071918,   , BEST,   0, 122N, 1300E,  65,  974, TY,  50, NEQ,   55,   45,   55,   60, 1004,  200,  25,   0,   0,   W,   0,    ,   0,   0,      MATMO, M, 
