WP, 15, 2014091012,   , BEST,   0,  99N, 1424E,  15, 1010, DB,   0,    ,    0,    0,    0,    0, 1009,  170,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 15, 2014091018,   , BEST,   0, 104N, 1410E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  210,  40,   0,   0,   W,   0,    ,   0,   0,    FIFTEEN, S,  0,    ,    0,    0,    0,    0,         TRANSITIONED, wpF42014 to wp152014
WP, 15, 2014091100,   , BEST,   0, 113N, 1396E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1008,  210,  40,   0,   0,   W,   0,    ,   0,   0,    FIFTEEN, S, 
WP, 15, 2014091106,   , BEST,   0, 128N, 1382E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1007,  250,  40,   0,   0,   W,   0,    ,   0,   0,    FIFTEEN, S, 
WP, 15, 2014091112,   , BEST,   0, 137N, 1361E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1009,  250,  40,   0,   0,   W,   0,    ,   0,   0,    FIFTEEN, S, 
WP, 15, 2014091118,   , BEST,   0, 139N, 1339E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1009,  250,  40,   0,   0,   W,   0,    ,   0,   0,    FIFTEEN, M, 
WP, 15, 2014091200,   , BEST,   0, 138N, 1324E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1009,  250,  40,   0,   0,   W,   0,    ,   0,   0,    FIFTEEN, M, 
WP, 15, 2014091206,   , BEST,   0, 137N, 1312E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1006,  250,  40,   0,   0,   W,   0,    ,   0,   0,    FIFTEEN, M, 
WP, 15, 2014091212,   , BEST,   0, 135N, 1304E,  40,  993, TS,  34, NEQ,  100,  110,  110,  100, 1006,  300,  30,   0,   0,   W,   0,    ,   0,   0,   KALMAEGI, M, 
WP, 15, 2014091218,   , BEST,   0, 138N, 1296E,  50,  985, TS,  34, NEQ,  100,  110,  110,  100, 1006,  270,  30,   0,   0,   W,   0,    ,   0,   0,   KALMAEGI, D, 
